acceptance_id,requirement_ids,invariant_id,rule_id,test_id,priority,status,evidence_status,evidence_spec_id,action,expected_description
ACC-R3-0420,,INV-BR-GLOBAL-0021,BR-GLOBAL-0021,CT-R3-0420,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0420,SUPER_ADMIN角色的业务唯一键“role_code=SUPER_ADMIN”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""SUPER_ADMIN角色的业务唯一键“role_code=SUPER_ADMIN”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0421,,INV-BR-GLOBAL-0022,BR-GLOBAL-0022,CT-R3-0421,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0421,权限点的业务唯一键“permission_code”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""权限点的业务唯一键“permission_code”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0422,,INV-BR-GLOBAL-0023,BR-GLOBAL-0023,CT-R3-0422,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0422,数据范围的业务唯一键“data_scope”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""数据范围的业务唯一键“data_scope”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0423,,INV-BR-GLOBAL-0024,BR-GLOBAL-0024,CT-R3-0423,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0423,项目成员的业务唯一键“project_id+user_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""项目成员的业务唯一键“project_id+user_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0424,,INV-BR-GLOBAL-0025,BR-GLOBAL-0025,CT-R3-0424,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0424,角色绑定的业务唯一键“subject_id+role_id+effective_at”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""角色绑定的业务唯一键“subject_id+role_id+effective_at”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0425,,INV-BR-GLOBAL-0026,BR-GLOBAL-0026,CT-R3-0425,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0425,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""角色角色级别是封闭枚举；正式写入值只能使用：PLATFORM、PROJECT。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0426,,INV-BR-GLOBAL-0027,BR-GLOBAL-0027,CT-R3-0426,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0426,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""权限点资源类型是封闭枚举；正式写入值只能使用：API、MENU、BUTTON、RESOURCE、DUTY。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0427,,INV-BR-GLOBAL-0028,BR-GLOBAL-0028,CT-R3-0427,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0427,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""数据范围范围类型是封闭枚举；正式写入值只能使用：PLATFORM、PROJECT、SELF、AUTHORIZED_SET。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0428,,INV-BR-GLOBAL-0029,BR-GLOBAL-0029,CT-R3-0428,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0428,归档后禁止新写入，保留历史查询和引用完整性。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""归档后禁止新写入，保留历史查询和引用完整性。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0429,,INV-BR-GLOBAL-0030,BR-GLOBAL-0030,CT-R3-0429,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0429,存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0430,,INV-BR-GLOBAL-0031,BR-GLOBAL-0031,CT-R3-0430,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0430,使用稳定内部标识user_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识user_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0431,,INV-BR-GLOBAL-0032,BR-GLOBAL-0032,CT-R3-0431,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0431,创建→启用/维护→停用→归档；被引用时不得直接物理删除。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""创建→启用/维护→停用→归档；被引用时不得直接物理删除。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0432,,INV-BR-GLOBAL-0033,BR-GLOBAL-0033,CT-R3-0432,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0432,禁止删除。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""禁止删除。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0433,,INV-BR-GLOBAL-0034,BR-GLOBAL-0034,CT-R3-0433,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0433,固定username=admin，并与用户实体共享身份规则。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""固定username=admin，并与用户实体共享身份规则。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0434,,INV-BR-GLOBAL-0035,BR-GLOBAL-0035,CT-R3-0434,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0434,系统首次初始化创建，永久存在，不可删除。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""系统首次初始化创建，永久存在，不可删除。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0435,,INV-BR-GLOBAL-0036,BR-GLOBAL-0036,CT-R3-0435,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0435,使用稳定内部标识role_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识role_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0436,,INV-BR-GLOBAL-0037,BR-GLOBAL-0037,CT-R3-0436,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0436,固定role_code=SUPER_ADMIN，并与角色实体共享身份规则。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""固定role_code=SUPER_ADMIN，并与角色实体共享身份规则。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0437,,INV-BR-GLOBAL-0038,BR-GLOBAL-0038,CT-R3-0437,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0437,系统初始化存在；作为预置角色治理，不可与admin用户名混淆。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""系统初始化存在；作为预置角色治理，不可与admin用户名混淆。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0438,,INV-BR-GLOBAL-0039,BR-GLOBAL-0039,CT-R3-0438,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0438,使用稳定内部标识permission_code_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识permission_code_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0439,,INV-BR-GLOBAL-0040,BR-GLOBAL-0040,CT-R3-0439,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0439,不单独归档；随引用方或事件存储策略处理。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""不单独归档；随引用方或事件存储策略处理。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0440,,INV-BR-GLOBAL-0041,BR-GLOBAL-0041,CT-R3-0440,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0440,由全部规范化属性共同确定值身份，不分配独立业务身份。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""由全部规范化属性共同确定值身份，不分配独立业务身份。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0441,,INV-BR-GLOBAL-0042,BR-GLOBAL-0042,CT-R3-0441,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0441,无独立业务生命周期；随定义、配置或引用方演进。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""无独立业务生命周期；随定义、配置或引用方演进。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0442,,INV-BR-GLOBAL-0043,BR-GLOBAL-0043,CT-R3-0442,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0442,由关系两端标识、作用域与生效版本共同唯一确定；保留独立历史ID。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""由关系两端标识、作用域与生效版本共同唯一确定；保留独立历史ID。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0443,,INV-BR-GLOBAL-0044,BR-GLOBAL-0044,CT-R3-0443,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0443,撤销后不得处理新审核，历史决定永久保留,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销后不得处理新审核，历史决定永久保留"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0444,,INV-BR-GLOBAL-0045,BR-GLOBAL-0045,CT-R3-0444,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0444,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""用例与资产版本审核人员执行高风险操作“正式版本发布、停用、归档”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0445,,INV-BR-GLOBAL-0046,BR-GLOBAL-0046,CT-R3-0445,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0445,撤销角色绑定或项目范围,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销角色绑定或项目范围"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0446,,INV-BR-GLOBAL-0047,BR-GLOBAL-0047,CT-R3-0446,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0446,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""用例设计人员执行高风险操作“启动人工录制”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0447,,INV-BR-GLOBAL-0048,BR-GLOBAL-0048,CT-R3-0447,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0447,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""用例设计人员执行高风险操作“发起AI探索”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0448,,INV-BR-GLOBAL-0049,BR-GLOBAL-0049,CT-R3-0448,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0448,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""用例设计人员执行高风险操作“提交版本审核”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0449,,INV-BR-GLOBAL-0050,BR-GLOBAL-0050,CT-R3-0449,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0449,撤销后停止新配置操作，历史版本与审计保留,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销后停止新配置操作，历史版本与审计保留"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0450,,INV-BR-GLOBAL-0051,BR-GLOBAL-0051,CT-R3-0450,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0450,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""模型管理员执行高风险操作“供应商/模型/路由/Prompt/凭证变更”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0451,,INV-BR-GLOBAL-0052,BR-GLOBAL-0052,CT-R3-0451,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0451,撤销后不得处理新审核，历史决定保留,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销后不得处理新审核，历史决定保留"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0452,,INV-BR-GLOBAL-0053,BR-GLOBAL-0053,CT-R3-0452,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0452,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""模型版本审核人员执行高风险操作“模型配置、路由、Prompt正式发布/停用/归档”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0453,,INV-BR-GLOBAL-0054,BR-GLOBAL-0054,CT-R3-0453,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0453,停用/归档角色或结束角色绑定；保留历史授权快照,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""停用/归档角色或结束角色绑定；保留历史授权快照"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0454,,INV-BR-GLOBAL-0055,BR-GLOBAL-0055,CT-R3-0454,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0454,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""平台管理员执行高风险操作“跨项目授权”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0455,,INV-BR-GLOBAL-0056,BR-GLOBAL-0056,CT-R3-0455,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0455,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""平台管理员执行高风险操作“Runner绑定/升级”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0456,,INV-BR-GLOBAL-0057,BR-GLOBAL-0057,CT-R3-0456,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0456,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""平台管理员执行高风险操作“模型和系统配置发布”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0457,,INV-BR-GLOBAL-0058,BR-GLOBAL-0058,CT-R3-0457,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0457,撤销项目成员职责或数据范围；活动任务按快照继续、实时操作立即受限,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销项目成员职责或数据范围；活动任务按快照继续、实时操作立即受限"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0458,,INV-BR-GLOBAL-0059,BR-GLOBAL-0059,CT-R3-0458,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0458,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""项目功能管理员执行高风险操作“项目配置发布”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0459,,INV-BR-GLOBAL-0060,BR-GLOBAL-0060,CT-R3-0459,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0459,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""项目功能管理员执行高风险操作“环境/终端/账号停用与归档”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0460,,INV-BR-GLOBAL-0061,BR-GLOBAL-0061,CT-R3-0460,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0460,当前访问立即重算；历史报告按history_read_scope处理,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""当前访问立即重算；历史报告按history_read_scope处理"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0461,,INV-BR-GLOBAL-0062,BR-GLOBAL-0062,CT-R3-0461,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0461,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""报告查看人员执行高风险操作“报告分享、制品下载（均需独立权限）”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0462,,INV-BR-GLOBAL-0063,BR-GLOBAL-0063,CT-R3-0462,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0462,撤销新操作权限，历史操作审计保留,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销新操作权限，历史操作审计保留"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0463,,INV-BR-GLOBAL-0064,BR-GLOBAL-0064,CT-R3-0463,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0463,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""Runner管理员执行高风险操作“Runner绑定/解绑、升级、人工调度状态变更”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0464,,INV-BR-GLOBAL-0065,BR-GLOBAL-0065,CT-R3-0464,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0464,不可撤销,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""不可撤销"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0465,,INV-BR-GLOBAL-0066,BR-GLOBAL-0066,CT-R3-0465,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0465,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""超级管理员执行高风险操作“跨项目CROSS_PROJECT_AUTHORIZATION_GRANT_ALL”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0466,,INV-BR-GLOBAL-0067,BR-GLOBAL-0067,CT-R3-0466,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0466,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""超级管理员执行高风险操作“系统级安全与配置”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0467,,INV-BR-GLOBAL-0068,BR-GLOBAL-0068,CT-R3-0467,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0467,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""超级管理员执行高风险操作“受控制品提前清理”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0468,,INV-BR-GLOBAL-0069,BR-GLOBAL-0069,CT-R3-0468,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0468,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""超级管理员执行高风险操作“角色和权限治理”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0469,,INV-BR-GLOBAL-0070,BR-GLOBAL-0070,CT-R3-0469,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0469,撤销实时发起权限；已创建任务按授权快照处理,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销实时发起权限；已创建任务按授权快照处理"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0470,,INV-BR-GLOBAL-0071,BR-GLOBAL-0071,CT-R3-0470,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0470,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""任务执行人员执行高风险操作“发起正式执行”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0471,,INV-BR-GLOBAL-0072,BR-GLOBAL-0072,CT-R3-0471,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0471,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""任务执行人员执行高风险操作“取消本人任务”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0472,,INV-BR-GLOBAL-0073,BR-GLOBAL-0073,CT-R3-0472,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0472,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""任务执行人员执行高风险操作“控制本人录制会话”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0473,,INV-BR-GLOBAL-0074,BR-GLOBAL-0074,CT-R3-0473,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0473,撤销绑定或项目职责；历史执行与报告仍按history_read_scope判断,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""撤销绑定或项目职责；历史执行与报告仍按history_read_scope判断"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0474,,INV-BR-GLOBAL-0075,BR-GLOBAL-0075,CT-R3-0474,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0474,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""测试负责人执行高风险操作“停止他人录制任务”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0475,,INV-BR-GLOBAL-0076,BR-GLOBAL-0076,CT-R3-0475,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0475,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""测试负责人执行高风险操作“执行计划启停”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0476,,INV-BR-GLOBAL-0077,BR-GLOBAL-0077,CT-R3-0476,P1,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0476,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""测试负责人执行高风险操作“项目范围内高风险测试操作”时必须满足独立权限和审计要求。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0477,USR-SCN-080,,BR-GLOBAL-0078,CT-R3-0477,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0477,紧急禁用资产可按传播规则阻断未开始执行,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""动作“紧急禁用资产可按传播规则阻断未开始执行”完成并形成可追溯结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0478,USR-SCN-080,,BR-GLOBAL-0079,CT-R3-0478,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0478,记录“对象停用”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""记录“对象停用”的发起主体、参与主体、对象ID、权限与数据范围判定、状态前后值、结果/原因码和时间。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0479,USR-SCN-080,,BR-GLOBAL-0080,CT-R3-0479,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0479,本地状态变化、不可变事件和审计在同一原子提交边界内完成；提交前审计失败则不提交或回滚本地变化。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""在“对象停用”中，审计必须满足：本地状态变化、不可变事件和审计在同一原子提交边界内完成；提交前审计失败则不提交或回滚本地变化。。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0480,USR-SCN-080,,BR-GLOBAL-0081,CT-R3-0480,P5,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0480,发起对象停用,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""停用与创建/发布/调度使用CAS和引用门禁"", ""failure_description"": ""并发门禁不通过时按规则等待、拒绝或返回既有幂等结果。""}"
ACC-R3-0481,USR-SCN-080,,BR-GLOBAL-0082,CT-R3-0481,P2,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0481,发起对象停用,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""“对象停用”的读取、写入和历史查询仅作用于明确授权项目及active_scope/history_read_scope；敏感数据另行校验独立权限。"", ""failure_description"": ""超出数据范围时拒绝操作并记录审计。""}"
ACC-R3-0482,USR-SCN-080,,BR-GLOBAL-0083,CT-R3-0482,P6,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0482,发起对象停用,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""默认admin、活动最后项目负责人或受保护对象不得停用"", ""failure_description"": ""默认admin、活动最后项目负责人或受保护对象不得停用""}"
