mapping_id,role_id,permission_id,permission_code,decision,data_scope,conditions
RPM-R3-0114,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-014,CASE_SUITE_CREATE,ALLOWED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0115,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-015,CASE_SUITE_EDIT,ALLOWED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0116,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-016,RUN_TASK_CREATE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0117,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-017,RUN_TASK_CANCEL,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0118,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-018,REPORT_VIEW,ALLOWED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0119,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-019,ARTIFACT_DOWNLOAD,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0120,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-020,AUDIT_VIEW,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0121,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-021,USER_CREATE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0122,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-022,ROLE_BIND,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0123,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-023,PROJECT_MEMBER_MANAGE,ALLOWED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0124,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-024,AI_TASK_CREATE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0125,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-025,MANUAL_RECORDING_CREATE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0126,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-026,CONTROL_SELF,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0127,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-027,PROJECT_OWNER_ELIGIBLE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0128,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-028,NATURAL_CASE_CREATE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0129,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-029,MANUAL_RECORDING_VIEW,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0130,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-030,RUNNER_REGISTER,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0131,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-031,RUNNER_BIND,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0132,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-032,MODEL_CONFIGURATION_MANAGE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0133,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-033,MODEL_VERSION_REVIEW,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0134,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-034,CROSS_PROJECT_AUTHORIZATION_MANAGE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0135,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-035,CROSS_PROJECT_AUTHORIZATION_GRANT_ALL,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0136,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-036,TOOL_INTEGRATION_INCIDENT_MANAGE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0137,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-037,TECHNICAL_ALERT_ENDPOINT_MANAGE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0138,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-038,VERSION_REVIEW_VIEW,DENIED,指定项目及七个项目数据子范围的active/history范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0139,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-039,TEST_REPORT_VIEW,ALLOWED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0140,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-040,TEST_ARTIFACT_VIEW,ALLOWED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0141,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-041,REPORT_SHARE_VIEW,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0142,ROLE-PROJECT-FUNCTION-ADMIN,TERM-PER-042,MANUAL_RECORDING_TASK_VIEW,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0143,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-001,REPORT_EXPORT,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0144,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-002,REPORT_SHARE,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0145,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-003,SENSITIVE_ARTIFACT_VIEW,DENIED,指定项目及七个项目数据子范围的active/history范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0146,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-004,VERSION_REVIEW_SUBMIT,ALLOWED,指定项目及七个项目数据子范围的active/history范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0147,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-005,VERSION_REVIEW_APPROVE,DENIED,指定项目及七个项目数据子范围的active/history范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0148,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-006,VERSION_REVIEW_REJECT,DENIED,指定项目及七个项目数据子范围的active/history范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0149,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-007,VERSION_PUBLISH,ALLOWED,指定项目及七个项目数据子范围的active/history范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0150,ROLE-PROJECT-FUNCTION-ADMIN,PDBR-PER-008,VERSION_REVIEW_WITHDRAW,ALLOWED,指定项目及七个项目数据子范围的active/history范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0151,ROLE-TEST-LEAD,TERM-PER-001,PROJECT_VIEW,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0152,ROLE-TEST-LEAD,TERM-PER-002,PROJECT_CREATE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0153,ROLE-TEST-LEAD,TERM-PER-003,PROJECT_EDIT,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0154,ROLE-TEST-LEAD,TERM-PER-004,PROJECT_ARCHIVE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0155,ROLE-TEST-LEAD,TERM-PER-005,BUSINESS_MODULE_VIEW,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0156,ROLE-TEST-LEAD,TERM-PER-006,BUSINESS_MODULE_CREATE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0157,ROLE-TEST-LEAD,TERM-PER-007,BUSINESS_MODULE_EDIT,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0158,ROLE-TEST-LEAD,TERM-PER-008,BUSINESS_MODULE_ARCHIVE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0159,ROLE-TEST-LEAD,TERM-PER-009,BUSINESS_TERMINAL_VIEW,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0160,ROLE-TEST-LEAD,TERM-PER-010,BUSINESS_TERMINAL_CREATE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0161,ROLE-TEST-LEAD,TERM-PER-011,BUSINESS_TERMINAL_EDIT,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0162,ROLE-TEST-LEAD,TERM-PER-012,BUSINESS_TERMINAL_ARCHIVE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0163,ROLE-TEST-LEAD,TERM-PER-013,CASE_SUITE_VIEW,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0164,ROLE-TEST-LEAD,TERM-PER-014,CASE_SUITE_CREATE,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0165,ROLE-TEST-LEAD,TERM-PER-015,CASE_SUITE_EDIT,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0166,ROLE-TEST-LEAD,TERM-PER-016,RUN_TASK_CREATE,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0167,ROLE-TEST-LEAD,TERM-PER-017,RUN_TASK_CANCEL,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0168,ROLE-TEST-LEAD,TERM-PER-018,REPORT_VIEW,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0169,ROLE-TEST-LEAD,TERM-PER-019,ARTIFACT_DOWNLOAD,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0170,ROLE-TEST-LEAD,TERM-PER-020,AUDIT_VIEW,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0171,ROLE-TEST-LEAD,TERM-PER-021,USER_CREATE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0172,ROLE-TEST-LEAD,TERM-PER-022,ROLE_BIND,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0173,ROLE-TEST-LEAD,TERM-PER-023,PROJECT_MEMBER_MANAGE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0174,ROLE-TEST-LEAD,TERM-PER-024,AI_TASK_CREATE,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0175,ROLE-TEST-LEAD,TERM-PER-025,MANUAL_RECORDING_CREATE,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0176,ROLE-TEST-LEAD,TERM-PER-026,CONTROL_SELF,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0177,ROLE-TEST-LEAD,TERM-PER-027,PROJECT_OWNER_ELIGIBLE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0178,ROLE-TEST-LEAD,TERM-PER-028,NATURAL_CASE_CREATE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0179,ROLE-TEST-LEAD,TERM-PER-029,MANUAL_RECORDING_VIEW,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0180,ROLE-TEST-LEAD,TERM-PER-030,RUNNER_REGISTER,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0181,ROLE-TEST-LEAD,TERM-PER-031,RUNNER_BIND,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0182,ROLE-TEST-LEAD,TERM-PER-032,MODEL_CONFIGURATION_MANAGE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0183,ROLE-TEST-LEAD,TERM-PER-033,MODEL_VERSION_REVIEW,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0184,ROLE-TEST-LEAD,TERM-PER-034,CROSS_PROJECT_AUTHORIZATION_MANAGE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0185,ROLE-TEST-LEAD,TERM-PER-035,CROSS_PROJECT_AUTHORIZATION_GRANT_ALL,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0186,ROLE-TEST-LEAD,TERM-PER-036,TOOL_INTEGRATION_INCIDENT_MANAGE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0187,ROLE-TEST-LEAD,TERM-PER-037,TECHNICAL_ALERT_ENDPOINT_MANAGE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0188,ROLE-TEST-LEAD,TERM-PER-038,VERSION_REVIEW_VIEW,DENIED,授权项目的测试资产、执行和报告范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0189,ROLE-TEST-LEAD,TERM-PER-039,TEST_REPORT_VIEW,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0190,ROLE-TEST-LEAD,TERM-PER-040,TEST_ARTIFACT_VIEW,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0191,ROLE-TEST-LEAD,TERM-PER-041,REPORT_SHARE_VIEW,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0192,ROLE-TEST-LEAD,TERM-PER-042,MANUAL_RECORDING_TASK_VIEW,ALLOWED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0193,ROLE-TEST-LEAD,PDBR-PER-001,REPORT_EXPORT,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0194,ROLE-TEST-LEAD,PDBR-PER-002,REPORT_SHARE,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0195,ROLE-TEST-LEAD,PDBR-PER-003,SENSITIVE_ARTIFACT_VIEW,DENIED,授权项目的测试资产、执行和报告范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0196,ROLE-TEST-LEAD,PDBR-PER-004,VERSION_REVIEW_SUBMIT,DENIED,授权项目的测试资产、执行和报告范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0197,ROLE-TEST-LEAD,PDBR-PER-005,VERSION_REVIEW_APPROVE,DENIED,授权项目的测试资产、执行和报告范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0198,ROLE-TEST-LEAD,PDBR-PER-006,VERSION_REVIEW_REJECT,DENIED,授权项目的测试资产、执行和报告范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0199,ROLE-TEST-LEAD,PDBR-PER-007,VERSION_PUBLISH,DENIED,授权项目的测试资产、执行和报告范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0200,ROLE-TEST-LEAD,PDBR-PER-008,VERSION_REVIEW_WITHDRAW,DENIED,授权项目的测试资产、执行和报告范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0201,ROLE-CASE-DESIGNER,TERM-PER-001,PROJECT_VIEW,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0202,ROLE-CASE-DESIGNER,TERM-PER-002,PROJECT_CREATE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0203,ROLE-CASE-DESIGNER,TERM-PER-003,PROJECT_EDIT,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0204,ROLE-CASE-DESIGNER,TERM-PER-004,PROJECT_ARCHIVE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0205,ROLE-CASE-DESIGNER,TERM-PER-005,BUSINESS_MODULE_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0206,ROLE-CASE-DESIGNER,TERM-PER-006,BUSINESS_MODULE_CREATE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0207,ROLE-CASE-DESIGNER,TERM-PER-007,BUSINESS_MODULE_EDIT,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0208,ROLE-CASE-DESIGNER,TERM-PER-008,BUSINESS_MODULE_ARCHIVE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0209,ROLE-CASE-DESIGNER,TERM-PER-009,BUSINESS_TERMINAL_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0210,ROLE-CASE-DESIGNER,TERM-PER-010,BUSINESS_TERMINAL_CREATE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0211,ROLE-CASE-DESIGNER,TERM-PER-011,BUSINESS_TERMINAL_EDIT,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0212,ROLE-CASE-DESIGNER,TERM-PER-012,BUSINESS_TERMINAL_ARCHIVE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0213,ROLE-CASE-DESIGNER,TERM-PER-013,CASE_SUITE_VIEW,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0214,ROLE-CASE-DESIGNER,TERM-PER-014,CASE_SUITE_CREATE,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0215,ROLE-CASE-DESIGNER,TERM-PER-015,CASE_SUITE_EDIT,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0216,ROLE-CASE-DESIGNER,TERM-PER-016,RUN_TASK_CREATE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0217,ROLE-CASE-DESIGNER,TERM-PER-017,RUN_TASK_CANCEL,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0218,ROLE-CASE-DESIGNER,TERM-PER-018,REPORT_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0219,ROLE-CASE-DESIGNER,TERM-PER-019,ARTIFACT_DOWNLOAD,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0220,ROLE-CASE-DESIGNER,TERM-PER-020,AUDIT_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0221,ROLE-CASE-DESIGNER,TERM-PER-021,USER_CREATE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0222,ROLE-CASE-DESIGNER,TERM-PER-022,ROLE_BIND,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0223,ROLE-CASE-DESIGNER,TERM-PER-023,PROJECT_MEMBER_MANAGE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0224,ROLE-CASE-DESIGNER,TERM-PER-024,AI_TASK_CREATE,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0225,ROLE-CASE-DESIGNER,TERM-PER-025,MANUAL_RECORDING_CREATE,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0226,ROLE-CASE-DESIGNER,TERM-PER-026,CONTROL_SELF,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0227,ROLE-CASE-DESIGNER,TERM-PER-027,PROJECT_OWNER_ELIGIBLE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0228,ROLE-CASE-DESIGNER,TERM-PER-028,NATURAL_CASE_CREATE,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0229,ROLE-CASE-DESIGNER,TERM-PER-029,MANUAL_RECORDING_VIEW,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0230,ROLE-CASE-DESIGNER,TERM-PER-030,RUNNER_REGISTER,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0231,ROLE-CASE-DESIGNER,TERM-PER-031,RUNNER_BIND,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0232,ROLE-CASE-DESIGNER,TERM-PER-032,MODEL_CONFIGURATION_MANAGE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0233,ROLE-CASE-DESIGNER,TERM-PER-033,MODEL_VERSION_REVIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0234,ROLE-CASE-DESIGNER,TERM-PER-034,CROSS_PROJECT_AUTHORIZATION_MANAGE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0235,ROLE-CASE-DESIGNER,TERM-PER-035,CROSS_PROJECT_AUTHORIZATION_GRANT_ALL,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0236,ROLE-CASE-DESIGNER,TERM-PER-036,TOOL_INTEGRATION_INCIDENT_MANAGE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0237,ROLE-CASE-DESIGNER,TERM-PER-037,TECHNICAL_ALERT_ENDPOINT_MANAGE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0238,ROLE-CASE-DESIGNER,TERM-PER-038,VERSION_REVIEW_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0239,ROLE-CASE-DESIGNER,TERM-PER-039,TEST_REPORT_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0240,ROLE-CASE-DESIGNER,TERM-PER-040,TEST_ARTIFACT_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0241,ROLE-CASE-DESIGNER,TERM-PER-041,REPORT_SHARE_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0242,ROLE-CASE-DESIGNER,TERM-PER-042,MANUAL_RECORDING_TASK_VIEW,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0243,ROLE-CASE-DESIGNER,PDBR-PER-001,REPORT_EXPORT,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0244,ROLE-CASE-DESIGNER,PDBR-PER-002,REPORT_SHARE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0245,ROLE-CASE-DESIGNER,PDBR-PER-003,SENSITIVE_ARTIFACT_VIEW,DENIED,授权项目的用例、AI任务、录制和相关资产范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0246,ROLE-CASE-DESIGNER,PDBR-PER-004,VERSION_REVIEW_SUBMIT,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0247,ROLE-CASE-DESIGNER,PDBR-PER-005,VERSION_REVIEW_APPROVE,DENIED,授权项目的用例、AI任务、录制和相关资产范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0248,ROLE-CASE-DESIGNER,PDBR-PER-006,VERSION_REVIEW_REJECT,DENIED,授权项目的用例、AI任务、录制和相关资产范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0249,ROLE-CASE-DESIGNER,PDBR-PER-007,VERSION_PUBLISH,DENIED,授权项目的用例、AI任务、录制和相关资产范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0250,ROLE-CASE-DESIGNER,PDBR-PER-008,VERSION_REVIEW_WITHDRAW,ALLOWED,授权项目的用例、AI任务、录制和相关资产范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0251,ROLE-ASSET-REVIEWER,TERM-PER-001,PROJECT_VIEW,ALLOWED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
